WB_id,symbol,sequence,live_dead,type,logFC,logCPM,PValue,FDR
WBGene00016428,dmsr-7,C35A11.1,Live,protein_coding_gene,-0.148297823,3.779223344,0.313103062,0.644197967
WBGene00007372,,C06B8.7,Live,protein_coding_gene,-0.237263857,5.202327392,0.313280787,0.644471048
WBGene00000388,cdc-25.3,ZK637.11,Live,protein_coding_gene,-0.634624358,-0.122526926,0.313688537,0.644519171
WBGene00000936,dbl-1,T25F10.2,Live,protein_coding_gene,0.170383777,5.593297147,0.31390161,0.644519171
WBGene00001672,gpa-10,C55H1.2,Live,protein_coding_gene,0.321452024,1.148437964,0.313907793,0.644519171
WBGene00003660,nhr-70,Y51A2D.17,Live,protein_coding_gene,-0.134643573,3.994537819,0.313817977,0.644519171
WBGene00004213,ptp-1,C48D5.2,Live,protein_coding_gene,0.097648349,5.926982518,0.313424031,0.644519171
WBGene00006749,unc-9,R12H7.1,Live,protein_coding_gene,0.099849989,6.069812517,0.313775787,0.644519171
WBGene00007389,glb-3,C06H2.5,Live,protein_coding_gene,-0.117700369,4.285868881,0.313358537,0.644519171
WBGene00010832,,M02G9.3,Live,protein_coding_gene,0.60936643,0.713251861,0.313553505,0.644519171
WBGene00011638,ostb-1,T09A5.11,Live,protein_coding_gene,-0.087253468,7.434468825,0.313511687,0.644519171
WBGene00013456,,Y67A10A.7,Live,protein_coding_gene,0.170421753,2.998686182,0.313986134,0.644519171
WBGene00013775,,Y116A8A.4,Live,protein_coding_gene,0.304967178,0.475117531,0.31403035,0.644519171
WBGene00015014,bath-24,B0047.3,Live,protein_coding_gene,0.37795066,0.349889869,0.313544822,0.644519171
WBGene00015755,,C14B9.10,Live,protein_coding_gene,0.13670771,5.472786743,0.31384706,0.644519171
WBGene00016634,,C44B11.4,Live,protein_coding_gene,0.218662226,1.853601228,0.313997798,0.644519171
WBGene00017371,sre-39,F10G7.7,Live,protein_coding_gene,0.326212158,0.313585389,0.313694311,0.644519171
WBGene00019339,,K02F6.5,Live,protein_coding_gene,0.242806262,1.235184107,0.314069215,0.644519171
WBGene00021269,,Y23H5A.2,Live,protein_coding_gene,0.230544092,1.528052761,0.314016575,0.644519171
WBGene00016387,kbp-5,C34B2.2,Live,protein_coding_gene,-0.228431926,2.402316394,0.31412404,0.644539327
WBGene00000798,crn-5,C14A4.5,Live,protein_coding_gene,0.113349701,4.182013952,0.31442074,0.644878778
WBGene00007716,fbxa-82,C25D7.4,Live,protein_coding_gene,-0.222818947,2.178591974,0.314424557,0.644878778
WBGene00044303,hst-3.2,F52B10.2,Live,protein_coding_gene,0.166314335,3.04060354,0.314380918,0.644878778
WBGene00004945,sop-2,C50E10.4,Live,protein_coding_gene,0.103500672,6.033330127,0.314472066,0.644883866
WBGene00009727,lips-1,F45E6.4,Live,protein_coding_gene,0.199735092,2.000389016,0.314540785,0.644932445
WBGene00019227,sgca-1,H22K11.4,Live,protein_coding_gene,-0.128370037,3.695202678,0.314803214,0.645378132
WBGene00016124,dnc-4,C26B2.1,Live,protein_coding_gene,-0.11963085,4.071736525,0.31485319,0.645388204
WBGene00004998,spp-13,F08F1.6,Live,protein_coding_gene,-0.987374246,2.716850648,0.315034905,0.645668275
WBGene00004320,rbx-1,ZK287.5,Live,protein_coding_gene,-0.109106854,5.655808927,0.315177061,0.645867202
WBGene00004446,rpl-32,T24B8.1,Live,protein_coding_gene,0.113159734,10.57385278,0.315298962,0.646024569
WBGene00019855,,R03H10.2,Live,protein_coding_gene,0.169607819,3.655151276,0.31535547,0.646047925
WBGene00016903,4-Mar,C53D5.2,Live,protein_coding_gene,0.157918912,3.320291065,0.315420367,0.646088457
WBGene00020054,,R13D7.2,Live,protein_coding_gene,0.152067552,4.676095271,0.315500853,0.646160906
WBGene00000665,col-90,C29E4.1,Live,protein_coding_gene,0.648354526,8.026952934,0.31575054,0.646387112
WBGene00012192,,W02A11.1,Live,protein_coding_gene,0.178753355,2.823918945,0.315777212,0.646387112
WBGene00012243,,W04D2.4,Live,protein_coding_gene,-0.10037352,4.697403699,0.315660388,0.646387112
WBGene00012732,,Y40B1A.1,Live,protein_coding_gene,0.18279169,1.92686809,0.315791832,0.646387112
WBGene00003046,lir-3,F37H8.1,Live,protein_coding_gene,0.230330627,1.512688306,0.315982449,0.646592462
WBGene00018564,,F47D12.9,Live,protein_coding_gene,-0.111248579,6.856266323,0.315972204,0.646592462
WBGene00013236,,Y56A3A.18,Live,protein_coding_gene,0.103937882,6.091019598,0.316041599,0.646621111
WBGene00008174,,C48B4.11,Live,protein_coding_gene,-0.238917525,1.201722537,0.316219057,0.646891777
WBGene00000868,cyb-3,T06E6.2,Live,protein_coding_gene,-0.270969303,5.484213154,0.316337619,0.646949505
WBGene00017854,,F27C1.4,Live,protein_coding_gene,0.289039082,1.558539709,0.316321005,0.646949505
WBGene00011189,,R10D12.8,Live,protein_coding_gene,0.131641688,3.468704094,0.316459826,0.64704586
WBGene00011381,npr-25,T02E9.1,Live,protein_coding_gene,0.147626392,3.278741583,0.316475091,0.64704586
WBGene00000838,cul-3,Y108G3AL.1,Live,protein_coding_gene,-0.091052772,6.336772734,0.316740688,0.647404044
WBGene00015009,,B0041.5,Live,protein_coding_gene,-0.100331673,4.903894306,0.316734552,0.647404044
WBGene00001834,hda-1,C53A5.3,Live,protein_coding_gene,-0.080244749,6.741387277,0.316933154,0.647427846
WBGene00006376,syp-2,C24G6.1,Live,protein_coding_gene,-0.205073455,1.902019463,0.316872383,0.647427846
WBGene00011225,,R10H10.7,Live,protein_coding_gene,0.110104879,4.052415782,0.316906113,0.647427846
WBGene00020742,,T23H2.3,Live,protein_coding_gene,-0.089672224,5.704066942,0.316878502,0.647427846
WBGene00008559,,F07H5.8,Live,protein_coding_gene,-0.796046477,3.130058919,0.317059481,0.647501196
WBGene00009742,,F45H10.5,Live,protein_coding_gene,0.128572988,4.292915651,0.317055765,0.647501196
WBGene00001975,hmg-5,F45E4.9,Live,protein_coding_gene,-0.104975095,4.555813931,0.317366592,0.648035975
WBGene00008095,,C44H4.6,Live,protein_coding_gene,0.203235535,1.696736342,0.317485646,0.648094274
WBGene00008998,ncs-4,F21A10.1,Live,protein_coding_gene,0.281062746,1.229173189,0.31744175,0.648094274
WBGene00012210,,W02D9.4,Live,protein_coding_gene,0.335870558,0.918323906,0.317646621,0.648254563
WBGene00012919,,Y46G5A.34,Live,protein_coding_gene,-0.225410593,1.302207108,0.317654694,0.648254563
WBGene00003218,mep-1,M04B2.1,Live,protein_coding_gene,0.082262127,8.072214386,0.317818805,0.648457529
WBGene00004781,set-1,T26A5.7,Live,protein_coding_gene,0.111215734,4.341343719,0.318217873,0.648457529
WBGene00007722,,C25D7.15,Live,protein_coding_gene,-0.194400286,1.644616148,0.318311106,0.648457529
WBGene00010720,algn-3,K09E4.2,Live,protein_coding_gene,0.09915479,4.812767121,0.318134122,0.648457529
WBGene00012529,,Y32F6A.4,Live,protein_coding_gene,-0.122602831,6.234918764,0.318292992,0.648457529
WBGene00013081,,Y51A2D.14,Live,protein_coding_gene,0.117666267,4.502473947,0.318034051,0.648457529
WBGene00013315,,Y57G11C.20,Live,protein_coding_gene,0.19964912,2.977051065,0.318342752,0.648457529
WBGene00018966,,F56D2.5,Live,protein_coding_gene,-0.235336835,3.579401656,0.31813705,0.648457529
WBGene00019819,aass-1,R02D3.1,Live,protein_coding_gene,-0.117436711,7.117348845,0.318303417,0.648457529
WBGene00020487,,T13C5.7,Live,protein_coding_gene,1.338803227,0.122367649,0.317857227,0.648457529
WBGene00020567,adt-3,T19D2.1,Live,protein_coding_gene,-0.299556171,1.98330473,0.317962377,0.648457529
WBGene00021854,,Y54F10AR.1,Live,protein_coding_gene,-0.111370887,5.699006132,0.318284686,0.648457529
WBGene00022056,ddx-35,Y67D2.6,Live,protein_coding_gene,-0.200202257,2.473259171,0.317899114,0.648457529
WBGene00010464,,K01D12.5,Live,protein_coding_gene,-0.630823896,2.704324429,0.318421826,0.648526364
WBGene00020884,,T28B4.1,Live,protein_coding_gene,0.119601552,5.186281465,0.318733734,0.648884795
WBGene00022057,,Y67D2.7,Live,protein_coding_gene,-0.155005267,3.702158901,0.318670476,0.648884795
WBGene00022501,,ZC8.6,Live,protein_coding_gene,0.126056576,4.126180681,0.31872055,0.648884795
WBGene00007189,pigm-1,B0491.1,Live,protein_coding_gene,-0.103091542,4.587910836,0.318871071,0.648979889
WBGene00020852,nhr-228,T27B7.6,Live,protein_coding_gene,0.116923162,4.130972148,0.318847147,0.648979889
WBGene00185088,,Y55F3BL.4,Live,protein_coding_gene,0.174454868,2.792827546,0.31896267,0.649074079
WBGene00004820,skr-14,Y47D7A.8,Live,protein_coding_gene,-0.821726036,0.168309548,0.319042488,0.64914427
WBGene00000485,che-3,F18C12.1,Live,protein_coding_gene,0.103175745,5.907230581,0.319261232,0.649147069
WBGene00004220,ptr-5,C53C11.3,Live,protein_coding_gene,0.108747528,5.590114499,0.31956453,0.649147069
WBGene00004729,sax-3,ZK377.2,Live,protein_coding_gene,0.100168492,6.916924526,0.319529919,0.649147069
WBGene00006437,mrck-1,K08B12.5,Live,protein_coding_gene,-0.136628654,7.291424819,0.319245401,0.649147069
WBGene00008173,,C48B4.10,Live,protein_coding_gene,-0.263175595,1.548077825,0.319611431,0.649147069
WBGene00009712,,F44G4.2,Live,protein_coding_gene,0.094304353,7.720907913,0.319633091,0.649147069
WBGene00010546,,K03H1.11,Live,protein_coding_gene,-0.10553801,5.083379314,0.319518291,0.649147069
WBGene00010876,,M05D6.3,Live,protein_coding_gene,0.335097302,0.210947835,0.319512964,0.649147069
WBGene00011209,,R10E8.3,Live,protein_coding_gene,0.261198747,0.716688074,0.319553229,0.649147069
WBGene00011898,,T21C9.13,Live,protein_coding_gene,-0.349841679,1.695816529,0.319416587,0.649147069
WBGene00013211,,Y54G9A.9,Live,protein_coding_gene,0.299863537,0.813753861,0.319225689,0.649147069
WBGene00021969,,Y57G7A.6,Live,protein_coding_gene,-0.308230105,0.327967129,0.319549174,0.649147069
WBGene00022300,,Y76B12C.6,Live,protein_coding_gene,-0.116365894,4.450930512,0.319207412,0.649147069
WBGene00006918,vha-9,ZK970.4,Live,protein_coding_gene,-0.097236185,7.006788632,0.319703529,0.649198063
WBGene00004204,swsn-4,F01G4.1,Live,protein_coding_gene,-0.095176795,8.252825469,0.319981087,0.649669567
WBGene00000558,cnc-4,R09B5.9,Live,protein_coding_gene,0.339268012,3.354081084,0.320064485,0.649730437
WBGene00021529,,Y41G9A.5,Live,protein_coding_gene,-0.209192054,3.479095723,0.320101799,0.649730437
WBGene00007718,otub-1,C25D7.8,Live,protein_coding_gene,0.318543796,0.297618296,0.320228893,0.649896302
WBGene00012478,mxt-1,Y18D10A.8,Live,protein_coding_gene,0.138123724,5.629015684,0.320280571,0.649909088
WBGene00017002,,D1007.4,Live,protein_coding_gene,0.181064758,2.344808474,0.320516897,0.6502965
WBGene00009267,usp-48,F30A10.10,Live,protein_coding_gene,-0.087829802,6.203360617,0.320904021,0.650805351
WBGene00010863,,M04D8.5,Live,protein_coding_gene,-0.285303303,0.856761522,0.320871181,0.650805351
WBGene00017880,,F28A12.3,Live,protein_coding_gene,-0.213248681,1.80800347,0.320884129,0.650805351
WBGene00000480,cgp-1,Y38C9A.2,Live,protein_coding_gene,-0.192743835,5.972547506,0.321150633,0.650847732
WBGene00001551,gcy-31,T07D1.1,Live,protein_coding_gene,-0.20825256,1.807975329,0.321064642,0.650847732
WBGene00011594,,T07G12.3,Live,protein_coding_gene,-0.57623111,2.519306363,0.321076082,0.650847732
WBGene00022785,,ZK652.6,Live,protein_coding_gene,-0.085160546,5.306150456,0.321197582,0.650847732
WBGene00022847,,ZK1055.6,Live,protein_coding_gene,-0.294685988,4.26984899,0.321169594,0.650847732
WBGene00195142,,M110.10,Live,protein_coding_gene,-0.174648316,2.900179259,0.321094764,0.650847732
WBGene00020254,,T05C3.2,Live,protein_coding_gene,-0.219849874,2.523011664,0.321340534,0.651045287
WBGene00010856,,M04C9.1,Live,protein_coding_gene,0.156617745,3.175044868,0.321444607,0.651071937
WBGene00270322,,C17G10.13,Live,protein_coding_gene,0.117347592,4.528992026,0.321407593,0.651071937
WBGene00008806,mboa-7,F14F3.3,Live,protein_coding_gene,-0.134209207,3.925550602,0.321557157,0.651207805
WBGene00001059,dpf-6,F44B9.1,Live,protein_coding_gene,0.224702983,7.010222971,0.322022132,0.651228638
WBGene00001506,fut-2,EGAP9.2,Live,protein_coding_gene,0.26452067,1.71025024,0.321937825,0.651228638
WBGene00001519,gar-3,Y40H4A.1,Live,protein_coding_gene,-0.115367,4.88822911,0.321945759,0.651228638
WBGene00002003,hse-5,B0285.5,Live,protein_coding_gene,0.126856563,4.207340581,0.321707749,0.651228638
WBGene00004450,rpl-36,F37C12.4,Live,protein_coding_gene,0.104603294,10.46806601,0.322319135,0.651228638
WBGene00009726,tbc-13,F45E6.3,Live,protein_coding_gene,0.118842932,4.261647861,0.321626342,0.651228638
WBGene00009855,clec-22,F49A5.3,Live,protein_coding_gene,-0.468686565,0.471386567,0.32225901,0.651228638
WBGene00010242,,F58D5.2,Live,protein_coding_gene,-0.174702469,2.929451255,0.322091453,0.651228638
WBGene00011146,pde-2,R08D7.6,Live,protein_coding_gene,0.107734752,7.734868922,0.322043383,0.651228638
WBGene00013276,sre-42,Y57A10B.4,Live,protein_coding_gene,-0.334195055,0.989216462,0.321940895,0.651228638
WBGene00015259,dod-20,B0554.6,Live,protein_coding_gene,-0.377829626,0.072740218,0.322296242,0.651228638
WBGene00017297,,F09E10.7,Live,protein_coding_gene,0.121193129,4.265103267,0.321863716,0.651228638
WBGene00017806,,F26A1.8,Live,protein_coding_gene,-0.316927811,0.514986334,0.322340442,0.651228638
WBGene00018636,oef-1,F49E8.2,Live,protein_coding_gene,-0.194529077,2.327238039,0.321696952,0.651228638
WBGene00018967,ddx-15,F56D2.6,Live,protein_coding_gene,-0.099033237,6.754411747,0.322181182,0.651228638
WBGene00021965,,Y57G7A.1,Live,protein_coding_gene,-0.284362998,0.614379089,0.322245169,0.651228638
WBGene00269421,,R06F6.14,Live,protein_coding_gene,-0.15123079,3.554470785,0.322148316,0.651228638
WBGene00003572,ncx-7,C07A9.11,Live,protein_coding_gene,-0.198949903,4.512701753,0.322435959,0.651329732
WBGene00001371,exl-1,F26H11.5,Live,protein_coding_gene,-0.206787097,2.185657129,0.32250626,0.65137987
WBGene00001637,gly-12,F48E3.1,Live,protein_coding_gene,0.146065095,3.391457037,0.322691565,0.651570364
WBGene00015532,,C06E4.3,Live,protein_coding_gene,-0.425249422,0.422916415,0.322660712,0.651570364
WBGene00003643,nhr-53,K06B4.11,Live,protein_coding_gene,0.164040915,2.835949892,0.322848507,0.651795364
WBGene00020528,lgc-54,T15B7.16,Live,protein_coding_gene,0.241876482,1.657398868,0.323072969,0.652156598
WBGene00022633,,ZC581.3,Live,protein_coding_gene,0.140435145,3.867961648,0.323244943,0.652411793
WBGene00007421,,C07H4.1,Live,protein_coding_gene,0.132330354,3.544369118,0.323293627,0.652418109
WBGene00021023,,W04B5.6,Live,protein_coding_gene,-0.268846252,1.757945405,0.323541058,0.652825448
WBGene00000767,coq-8,C35D10.4,Live,protein_coding_gene,0.10044165,5.900178302,0.323744225,0.653143371
WBGene00009259,hpo-34,F29G6.3,Live,protein_coding_gene,-0.111548011,8.446590916,0.323841785,0.653224639
WBGene00012753,,Y41C4A.6,Live,protein_coding_gene,-0.216512419,1.823875836,0.323875727,0.653224639
WBGene00004227,ptr-13,K07C10.1,Live,protein_coding_gene,0.131647252,6.455717312,0.324162201,0.653710368
WBGene00009320,,F32B6.3,Live,protein_coding_gene,-0.14903788,2.998122516,0.324325449,0.653947498
WBGene00022195,,Y71H2B.5,Live,protein_coding_gene,0.108496568,4.25997079,0.324480092,0.654167213
WBGene00001163,efn-2,C43F9.8,Live,protein_coding_gene,0.116175375,5.004640896,0.324814618,0.654175343
WBGene00006622,try-4,F31D4.6,Live,protein_coding_gene,-0.276094723,1.814741788,0.324642395,0.654175343
WBGene00007021,immp-1,C24H11.6,Live,protein_coding_gene,-0.193099689,2.330747708,0.324672238,0.654175343
WBGene00008763,,F13G3.3,Live,protein_coding_gene,-0.289557577,1.478067204,0.324820296,0.654175343
WBGene00010375,,H09F14.1,Live,protein_coding_gene,-0.167052094,3.646896215,0.324849535,0.654175343
WBGene00021112,,W09C3.4,Live,protein_coding_gene,-0.120129821,4.093695785,0.324570125,0.654175343
WBGene00021508,,Y41D4A.6,Live,protein_coding_gene,-0.121967023,4.221361277,0.324802138,0.654175343
WBGene00077493,,F09C6.16,Live,protein_coding_gene,-0.335776534,-0.041717798,0.324700921,0.654175343
WBGene00015691,viln-1,C10H11.1,Live,protein_coding_gene,0.10764606,5.577970199,0.325014729,0.654341314
WBGene00021339,,Y34F4.4,Live,protein_coding_gene,-0.258227948,1.074211101,0.325023328,0.654341314
WBGene00004234,ptr-20,Y53F4B.28,Live,protein_coding_gene,-0.24088348,3.02526515,0.325164653,0.654456043
WBGene00013673,,Y105E8A.13,Live,protein_coding_gene,0.44873619,2.632338486,0.325171708,0.654456043
WBGene00015282,,C01B10.8,Live,protein_coding_gene,0.097135352,5.410512145,0.32522379,0.654468894
WBGene00015356,tag-278,C02F12.7,Live,protein_coding_gene,0.177815396,6.928820662,0.32538043,0.654692122
WBGene00017317,attf-2,F09G2.9,Live,protein_coding_gene,-0.10768701,7.777398063,0.325461795,0.654763848
WBGene00003393,mog-5,EEED8.5,Live,protein_coding_gene,-0.140793143,6.283805786,0.325566081,0.654881659
WBGene00000390,cdc-42,R07G3.1,Live,protein_coding_gene,-0.085281382,7.721822976,0.325780551,0.655221044
WBGene00010319,,F59B10.3,Live,protein_coding_gene,-0.623514147,3.303344581,0.326113107,0.655337719
WBGene00016331,obr-4,C32F10.1,Live,protein_coding_gene,-0.088545328,6.310352587,0.325916928,0.655337719
WBGene00017312,pitr-5,F09G2.3,Live,protein_coding_gene,-0.329269655,1.964882322,0.325978414,0.655337719
WBGene00019572,,K09E2.3,Live,protein_coding_gene,0.110875679,5.485712139,0.326100912,0.655337719
WBGene00020340,,T08B1.1,Live,protein_coding_gene,-0.109942032,6.24048733,0.326054126,0.655337719
WBGene00020833,,T26C12.3,Live,protein_coding_gene,-0.354480322,1.192352434,0.325960859,0.655337719
WBGene00000123,ama-1,F36A4.7,Live,protein_coding_gene,-0.190417321,7.624989439,0.326737394,0.656491697
WBGene00015293,,C01C4.3,Live,protein_coding_gene,-0.10149938,5.947406355,0.326780801,0.656491697
WBGene00022207,elk-2,Y73B3A.5,Live,protein_coding_gene,0.216600972,1.62407112,0.326824871,0.656491697
WBGene00010770,,K11D2.4,Live,protein_coding_gene,-0.103129205,5.012854529,0.326908961,0.656568524
WBGene00000084,aex-1,D2030.10,Live,protein_coding_gene,0.131091991,3.745935479,0.32700595,0.656671231
WBGene00000490,che-11,C27A7.4,Live,protein_coding_gene,0.101555386,4.959694794,0.327065746,0.656699231
WBGene00003132,mat-1,Y110A7A.17,Live,protein_coding_gene,-0.085586028,6.173958532,0.327476111,0.657160492
WBGene00003149,mbk-1,T04C10.1,Live,protein_coding_gene,0.098987016,6.442743128,0.327511564,0.657160492
WBGene00015354,snet-1,C02F12.3,Live,protein_coding_gene,0.106242424,6.733437416,0.327499489,0.657160492
WBGene00018891,,F55F8.3,Live,protein_coding_gene,-0.099435378,5.9813816,0.327509234,0.657160492
WBGene00304811,,E02D9.3,Live,protein_coding_gene,0.131594056,4.044054543,0.327524898,0.657160492
WBGene00006512,abcf-1,F18E2.2,Live,protein_coding_gene,-0.159002321,6.588676811,0.327648295,0.657223933
WBGene00012928,aakb-2,Y47D3A.15,Live,protein_coding_gene,0.091522507,6.239445394,0.327641739,0.657223933
WBGene00019392,irld-44,K04F1.13,Live,protein_coding_gene,-0.39651538,-0.31370115,0.32772193,0.657279581
WBGene00013970,klu-1,ZK337.2,Live,protein_coding_gene,-0.105961033,5.337338221,0.32779012,0.657324293
WBGene00021811,ral-1,Y53G8AR.3,Live,protein_coding_gene,-0.134392892,4.556621519,0.327843586,0.65733947
WBGene00015633,,C09D4.2,Live,protein_coding_gene,0.119020067,3.584198223,0.327913322,0.657387261
WBGene00006154,str-97,F10A3.8,Live,protein_coding_gene,-0.190370213,1.982448375,0.328194598,0.657833961
WBGene00018462,,F45E1.1,Live,protein_coding_gene,0.134673282,3.972869187,0.328228005,0.657833961
WBGene00008027,scl-5,C39E9.2,Live,protein_coding_gene,-0.160887928,4.899733315,0.328516683,0.657860169
WBGene00011705,clp-9,T11A5.6,Live,protein_coding_gene,-0.146616498,4.941388499,0.328462039,0.657860169
WBGene00018599,,F48C1.6,Live,protein_coding_gene,-0.118718277,4.262814645,0.328393153,0.657860169
WBGene00019972,,R09A1.2,Live,protein_coding_gene,0.341650748,0.422945282,0.328422655,0.657860169
